Species,Family,Order,SQS,Conservation status,Larval feeding guild,Adult feeding guild,Broad biotope,Habitat,Resources,Specific assemblage type,Habitat score,Associations
Brachyopa insensilis,Syrphidae,Diptera,1,LC;None,saprophagous,phytosaprophagous,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,A212,,Aesculus
Brachyopa pilosa,Syrphidae,Diptera,4,LC;NS,saprophagous,phytosaprophagous,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, flowers (adult)",A212,,"Fagus, Populus"
Brachyopa scutellaris,Syrphidae,Diptera,1,,saprophagous,phytosaprophagous,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, flowers (adult)",A212,,Fagales
Brachypalpoides lentus,Syrphidae,Diptera,1,,saprophagous,nectivore;phytosaprophagous,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> white rot, flowers (adult), roots & underground wood >> sub decay",A211,,Fagus
Brachypalpus laphriformis,Syrphidae,Diptera,1,LC;None,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, flowers (adult), wet hollows >> inundated rot holes",A211,,"Fagus, Fraxinus, Quercus"
Caliprobola speciosa,Syrphidae,Diptera,8,NR;NT,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, dead trunks & branches >> stumps, decaying wood >> moist white rot, flowers (adult), roots & underground wood >> sub decay",A211,,"Fagus, Quercus"
Callicera aurata,Syrphidae,Diptera,4,LC;NS,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, flowers (adult), wet hollows >> inundated rot holes",A211,,"Betula, Fagus"
Callicera rufa,Syrphidae,Diptera,4,LC;NS,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> conifer only, dead trunks & branches >> stumps, wet hollows >> inundated rot holes",A211,,Pinus
Callicera spinolae,Syrphidae,Diptera,8,NR;Section 41 Priority Species;VU,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, flowers (adult), wet hollows >> inundated rot holes, woodmould >> moist wood mould",A211,,"Acer, Aesculus, Fagus"
Chalcosyrphus eunotus,Syrphidae,Diptera,4,LC;NS,saprophagous,nectivore,tree-associated; wetland,decaying wood; running water; shaded woodland floor; wet woodland,"bark & cambium >> cambial layer submerged, coarse woody debris, conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, woodland stream",A212,coarse woody debris: b,"Alnus, Populus, Salix"
Chalcosyrphus nemorum,Syrphidae,Diptera,1,,saprophagous,nectivore,tree-associated,decaying wood,"bark & cambium >> cambial layer, conifer or broadleaved >> broadleaved only",A212,,"Alnus, Fagus"
Chamaesyrphus caledonicus,Syrphidae,Diptera,8,NR;VU,herbivore,nectivore,tree-associated,arboreal,"conifer or broadleaved >> conifer only, flowers (adult)",,,
Chamaesyrphus scaevoides,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,tree-associated,arboreal,"conifer or broadleaved >> conifer only, flowers (adult)",,,
Cheilosia albipila,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> wet",,,Cirsium palustre
Cheilosia albitarsis,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> soil & roots, habitats >> sward/field layer, soil humidity >> damp",,,Ranunculus repens
Cheilosia albitarsis,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> soil & roots, habitats >> sward/field layer, soil humidity >> damp",,,Ranunculus repens
Cheilosia antiqua,Syrphidae,Diptera,1,,herbivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> light shade, woodland habitat >> undergrowth",,,Primula
Cheilosia barbata,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,open habitats,tall sward & scrub,"base status >> base rich, habitats >> sward/field layer, soil humidity >> dry",,,Pastinaca sativa
Cheilosia bergenstammi,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,short sward & bare ground; tall sward & scrub,"habitats >> sward/field layer, soil humidity >> damp",,,Senecio
Cheilosia carbonaria,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,open habitats; tree-associated,shaded woodland floor; tall sward & scrub,"conifer or broadleaved >> broadleaved only, habitats >> sward/field layer, humidity >> dry, shadiness >> light shade, soil humidity >> dry, woodland habitat >> undergrowth",F001,,Cirsium
Cheilosia chrysocoma,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,wetland,peatland,wetland vegetation,,,Angelica
Cheilosia cynocephala,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> dry",,,Cirsium
Cheilosia fraterna,Syrphidae,Diptera,1,,herbivore,nectivore,wetland,peatland,,,,Cirsium palustre
Cheilosia griseiventris,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"base status >> base rich, habitats >> sward/field layer, soil humidity >> dry",,,Leontodon
Cheilosia grossa,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> damp",,,Cirsium
Cheilosia illustrata,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> damp",,,Heracleum
Cheilosia impressa,Syrphidae,Diptera,1,,herbivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> light shade, woodland habitat >> undergrowth",,,Arctium lappa
Cheilosia lasiopa,Syrphidae,Diptera,1,,herbivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, humidity >> dry, shadiness >> light shade, woodland habitat >> undergrowth",,,Plantago
Cheilosia latifrons,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> dry",,,Leontodon
Cheilosia longula,Syrphidae,Diptera,1,,fungivore,nectivore,tree-associated,shaded woodland floor,"base status >> acidic, conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> light shade, woodland habitat >> undergrowth",,,"Leccinum, Suillus"
Cheilosia mutabilis,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,open habitats,tall sward & scrub,"base status >> acidic, habitats >> sward/field layer, soil humidity >> dry",,,Carduus crispus
Cheilosia nebulosa,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> variable humidity",F001,,Centaurea
Cheilosia nigripes,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,open habitats; tree-associated,shaded woodland floor; tall sward & scrub,"base status >> base rich, calcareous substrates >> chalk, conifer or broadleaved >> broadleaved only, habitats >> sward/field layer, humidity >> dry, soil humidity >> dry, woodland habitat >> undergrowth",F001,,"Alchemilla, Alchemilla minima, Ranunculus"
Cheilosia pagana,Syrphidae,Diptera,1,,herbivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, woodland habitat >> undergrowth",,,"Apiaceae, Fagales"
Cheilosia proxima,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> soil & roots, habitats >> sward/field layer",,,Cirsium palustre
Cheilosia pubera,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,wetland,peatland,"base status >> acid, wetland vegetation",,,Potentilla palustris
Cheilosia ranunculi,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,habitats >> sward/field layer,,,Ranunculus
Cheilosia sahlbergi,Syrphidae,Diptera,8,NR;VU,herbivore,nectivore,open habitats,tall sward & scrub; upland,"base status >> base rich, habitats >> sward/field layer, soil humidity >> damp","F003, F221",,Persicaria vivipara
Cheilosia scutellata,Syrphidae,Diptera,1,,fungivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, shadiness >> light shade, woodland habitat >> undergrowth",,,Boletus
Cheilosia semifasciata,Syrphidae,Diptera,4,NS;NT,herbivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> heavy shade, woodland habitat >> undergrowth",,,Umbilicus rupestris
Cheilosia soror,Syrphidae,Diptera,1,LC;None,herbivore,nectivore,open habitats,tall sward & scrub; upland,"base status >> base rich, habitats >> litter & ground layer, habitats >> soil & roots, soil humidity >> variable humidity",F001,,Tuber
Cheilosia urbana,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,habitats >> sward/field layer,F001,,Hieracium
Cheilosia uviformis,Syrphidae,Diptera,8,DD;NR,herbivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, humidity >> wet, woodland habitat >> undergrowth",,,
Cheilosia variabilis,Syrphidae,Diptera,1,,herbivore,nectivore,tree-associated,shaded woodland floor,"conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> light shade, woodland habitat >> undergrowth",,,Scrophularia nodosa
Cheilosia velutina,Syrphidae,Diptera,4,LC;NS,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> dry",,,
Cheilosia vernalis,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,short sward & bare ground,"habitats >> sward/field layer, soil humidity >> dry",,,"Achillea, Sonchus"
Cheilosia vicina,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> damp",,,"Alchemilla, Alchemilla minima"
Cheilosia vulpina,Syrphidae,Diptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> damp",,,
Chrysogaster cemiteriorum,Syrphidae,Diptera,1,,saprophagous,nectivore,wetland,marshland; peatland; running water,"drawdown zone: mud/shallow litter, seepages >> neutral/acid seepage, seepages >> unshaded seepage, shallow freshwater pond >> aquatic: well vegetated, wetland vegetation",,seepage (acid-neutral): B,
Chrysogaster solstitialis,Syrphidae,Diptera,1,,saprophagous,nectivore,tree-associated; wetland,peatland; running water; shaded woodland floor; wet woodland,"conifer or broadleaved >> broadleaved only, drawdown zone: mud/shallow litter, humidity >> wet, seepages >> shaded seepage, seepages >> unshaded seepage, shadiness >> heavy shade, shallow freshwater pond >> aquatic: well vegetated, unmodified fast flowing streams, woodland stream",,seepage (woodland): A,"Fagales, Quercus"
Chrysogaster virescens,Syrphidae,Diptera,1,,saprophagous,nectivore,tree-associated; wetland,peatland; running water; shaded woodland floor; wet woodland,"base status >> acid, conifer or broadleaved >> broadleaved only, humidity >> wet, seepages >> neutral/acid seepage, seepages >> unshaded seepage, shadiness >> heavy shade, shallow freshwater pond >> aquatic: well vegetated, wetland vegetation, woodland stream",,"acid mire: C, seepage (acid-neutral): B, seepage (woodland): B",Fagales
Chrysotoxum arcuatum,Syrphidae,Diptera,1,,predator,nectivore,open habitats,tall sward & scrub; upland,"base status >> acidic, habitats >> soil & roots, soil humidity >> dry",,,"Aphididae, Formicidae"
Chrysotoxum bicinctum,Syrphidae,Diptera,1,,predator,nectivore,open habitats,tall sward & scrub,"habitats >> soil & roots, soil humidity >> dry",,,Aphididae
Chrysotoxum cautum,Syrphidae,Diptera,1,,predator,nectivore,open habitats,tall sward & scrub,"habitats >> soil & roots, soil humidity >> damp",,,Aphididae
Chrysotoxum elegans,Syrphidae,Diptera,4,LC;NS,predator,nectivore,open habitats,tall sward & scrub,"habitats >> soil & roots, soil humidity >> damp",,soft rock cliff: 3,Aphididae
Chrysotoxum festivum,Syrphidae,Diptera,1,,predator,nectivore,open habitats,short sward & bare ground; tall sward & scrub,"nests >> ant nests, soil humidity >> dry",,,Lasius
Chrysotoxum octomaculatum nomen nudum,Syrphidae,Diptera,16,EN;NR;Section 41 Priority Species,predator,nectivore,open habitats,tall sward & scrub,"base status >> acidic, habitats >> soil & roots, soil humidity >> dry",F003,,
Chrysotoxum vernale,Syrphidae,Diptera,16,EN;NR,predator,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> dry",,,Aphididae
Chrysotoxum verralli,Syrphidae,Diptera,1,,predator,nectivore,open habitats,tall sward & scrub,"habitats >> soil & roots, soil humidity >> dry",,,Aphididae
Criorhina asilica,Syrphidae,Diptera,1,LC;None,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> moist white rot, flowers (adult), roots & underground wood >> sub decay",A211,,Fagales
Criorhina berberina,Syrphidae,Diptera,1,,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> moist white rot, flowers (adult), roots & underground wood >> sub decay",A211,,Fagales
Criorhina floccosa,Syrphidae,Diptera,1,,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> moist white rot, flowers (adult), roots & underground wood >> sub decay",A211,,Fagales
Criorhina ranunculi,Syrphidae,Diptera,1,LC;None,saprophagous,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> moist white rot, flowers (adult), roots & underground wood >> sub decay",A211,,Fagales
Dasysyrphus albostriatus,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, flowers (adult)",,,"Aphididae, Arthropoda, Fagales"
Dasysyrphus friuliensis,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"conifer or broadleaved >> conifer only, flowers (adult)",,,"Aphididae, Larix, Picea"
Dasysyrphus hilaris,Syrphidae,Diptera,1,,predator,nectivore,,,,,,Aphididae
Dasysyrphus pinastri,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"conifer or broadleaved >> conifer only, flowers (adult)",,,"Abies, Aphididae, Picea, Pinus"
Dasysyrphus tricinctus,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, flowers (adult)",,,"Betula, Fagales, Lepidoptera, Picea, Symphyta"
Dasysyrphus venustus,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, conifer or broadleaved >> conifer only, flowers (adult)",,,"Abies, Aphididae, Betula, Fagus, Picea, Pinus, Quercus"
Didea alneti,Syrphidae,Diptera,1,LC;None,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, flowers (adult)",,,"Aphididae, Larix, Prunus, Quercus, Salix"
Didea fasciata,Syrphidae,Diptera,1,LC;None,predator,nectivore,tree-associated,arboreal,flowers (adult),,,"Aphididae, Fagales"
Didea intermedia,Syrphidae,Diptera,4,LC;NS,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, conifer or broadleaved >> conifer only, flowers (adult)",,,"Aphididae, Pinus"
Doros profuges,Syrphidae,Diptera,4,NS;NT;Section 41 Priority Species,predator,nectivore,open habitats,tall sward & scrub,"base status >> base rich, habitats >> soil & roots, soil humidity >> dry",,,Formicidae
Epistrophe diaphana,Syrphidae,Diptera,1,LC;None,predator,nectivore,tree-associated,arboreal,"carr/wet woodland, conifer or broadleaved >> broadleaved only, flowers (adult)",,,"Animalia, Fagales"
Epistrophe eligans,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, flowers (adult)",,,"Aphididae, Euonymus, Malus, Prunus, Quercus, Sambucus"
Epistrophe grossulariae,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, carr/wet woodland, conifer or broadleaved >> broadleaved only, flowers (adult)",,,"Acer pseudoplatanus, Aphididae, Fagales"
Epistrophe melanostoma,Syrphidae,Diptera,4,LC;NS,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, conifer or broadleaved >> broadleaved only, flowers (adult)",,,"Fagus, Quercus"
Epistrophe nitidicollis,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, conifer or broadleaved >> broadleaved only, flowers (adult)",,,"Aphididae, Fagales"
Epistrophe ochrostoma,Syrphidae,Diptera,8,DD;NR,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, flowers (adult)",,,"Aphididae, Betula, Fraxinus, Salix"
Episyrphus balteatus,Syrphidae,Diptera,1,,predator,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> dry",,,Aphididae
Eriozona syrphoides,Syrphidae,Diptera,1,,predator,nectivore,tree-associated,arboreal,"canopy >> scrub at wood edge/glade, conifer or broadleaved >> conifer only, flowers (adult)",,,"Abies, Aphididae, Picea"
Eristalinus aeneus,Syrphidae,Diptera,1,,saprophagous,nectivore,coastal,brackish pools & ditches; rocky shore; saltmarsh,tidal litter,,,
Eristalinus sepulchralis,Syrphidae,Diptera,1,,saprophagous,nectivore,wetland,peatland,shallow freshwater pond >> aquatic: well vegetated,,,
